recipe_id,recipe_name,ingredients_joined
904,Apricot Brandy and Peach Schnapps Pound Cake,"3 cups white sugar||1 cup butter, softened||6 eggs, beaten||3 cups all-purpose flour||1/4 teaspoon baking soda||1/2 teaspoon salt||1 cup sour cream||1/4 cup apricot brandy||1 teaspoon lemon zest||1 cup white sugar||1/2 cup peach schnapps||1 cup water||1 teaspoon lemon zest||1 cup apricot preserves||1/2 cup apricot brandy||1 teaspoon lemon zest||1/2 cup almonds"
905,Aileen's Punch,1 (46 fluid ounce) can pineapple juice||1 (46 fluid ounce) can apricot nectar||1 (6 ounce) can frozen limeade concentrate||2 liters lemon-lime flavored carbonated beverage
906,Southern Apricot Chicken,"12 boneless, skinless chicken breast halves||1 cup apricot preserves||1 cup sour cream||2 tablespoons Dijon mustard, salt and pepper to taste"
907,Spicy Air Fryer Pork Chops with Apricot Glaze,"4 cups water||2 tablespoons kosher salt||2 tablespoons white sugar||4 (5 ounce) bone-in center loin pork chops, about 3/4-inch thick||1 teaspoon chili powder, or to taste||1 teaspoon onion powder||1/2 teaspoon salt||1/4 teaspoon white pepper"
908,Boozy Apricot Jam,"3 1/2 pounds firm-ripe apricots, halved and pitted||1 (1.75 ounce) package fruit pectin (such as Sure-Jell Premium Fruit Pectin®)||7 cups white sugar||1/3 cup apricot brandy"
909,Espresso Biscotti,"1/4 cup unsalted butter||3/4 cup white sugar||3 eggs||1 teaspoon vanilla extract||3 1/4 cups pastry flour||1 teaspoon ground cinnamon||1 teaspoon baking powder||1 teaspoon instant espresso powder||2 teaspoons grated orange zest||1/2 cup chocolate chips||1/2 cup dried apricots||1/2 cup dried cranberries||1/2 cup slivered almonds||1 egg white, lightly beaten"
910,Apricot Balls,1/2 pound dried apricots||1/2 cup brown sugar||1/2 cup flaked coconut||1/2 (14 ounce) can sweetened condensed milk||1 cup flaked coconut for rolling
911,Nectarine Jam,"4 pounds nectarines - peeled, pitted, and chopped||2 tablespoons lemon juice||3 cups sugar||1 (1.75 ounce) package fruit pectin (such as Sure-Jell® Pectin Light for less or no sugar)||3 drops almond extract, or to taste"
912,Nectarine Pie,2/3 cup white sugar||4 tablespoons all-purpose flour||1/2 teaspoon ground cinnamon||1 cup heavy whipping cream||1/4 teaspoon almond extract||5 nectarines||1 (9 inch) unbaked pie shell
913,"Summer Fruit Salad with a Lemon, Honey, and Mint Dressing","4 cups cubed seeded watermelon||2 cups sliced fresh strawberries||2 large fresh peaches, cut into cubes||2 large nectarines, cut into cubes||1 red Anjou pear, cut into cubes||1 cup seedless grapes, halved||2 lemons, juiced||1/4 cup minced fresh mint (chocolate mint preferred)||1/2 lemon, zested||1 tablespoon honey (fireweed honey preferred)"
914,Chef John's Nectarine Salsa,"1 cup finely diced nectarine||1/2 cup finely diced red bell pepper||1/3 cup finely diced onions||2 tablespoons finely diced jalapeno pepper||1 tablespoon chopped fresh cilantro||1 tablespoon fresh lime juice||2 teaspoons olive oil||1/2 teaspoon salt, plus more to taste||1 pinch cayenne pepper||1 pinch freshly ground black pepper"
915,Easy Grilled Nectarines,"4 fresh nectarines, pitted and halved||2 tablespoons melted unsalted butter||4 tablespoons brown sugar"
916,Fabulous Fruit Salad,"1 red apple, cored and chopped||1 Granny Smith apple, cored and chopped||1 nectarine, pitted and sliced||2 stalks celery, chopped||1/2 cup dried cranberries||1/2 cup chopped walnuts||1 (8 ounce) container nonfat lemon yogurt"
917,Summer Fruit Salad with Whipped Cream,1/3 cup water||5 tablespoons white sugar||1/4 cup raspberry-flavored liqueur (such as Chambord®)||2 tablespoons fresh lemon juice
918,"Spinach, Nectarine, and Halloumi Salad","3 tablespoons white wine vinegar||3 tablespoons extra-virgin olive oil||3 teaspoons honey||1 teaspoon Dijon mustard||1/4 teaspoon salt||1/4 teaspoon ground black pepper||1/4 teaspoon dried basil||4 cups baby spinach||1 nectarine, pitted and sliced||1/4 cup sliced almonds, toasted||2 tablespoons thinly sliced red onion||2 tablespoons thinly sliced red bell pepper||1 (8.8 ounce) package halloumi cheese, sliced into 1/2-inch strips"
919,Grilled Pork Chops with Fresh Nectarine Salsa,"2 nectarines, pitted and diced||1 ripe tomato, seeded and diced||1/4 cup diced onion||2 tablespoons chopped fresh cilantro||2 tablespoons fresh lime juice||1/4 teaspoon crushed red pepper flakes, or to taste, salt to taste||1 teaspoon ground cumin||1 teaspoon chili powder, salt and ground black pepper to taste||2 tablespoons olive oil||8 (4 ounce) boneless pork loin chops"
920,Flavored Water,"1/2 small cucumber, sliced thin||1/2 nectarine, pitted and chopped||1/2 lemon, sliced||1/2 lemon, juiced||1/2 lime, sliced||1/2 lime, juiced||4 slices ginger root, peeled, or more to taste||10 melissa leaves (lemon balm), or more to taste||2 quarts water||1 drop liquid stevia, or to taste"
921,Peach and Nectarine Crumble,"3 cups soft peaches, or as needed||3 cups soft nectarines, or as needed||1/2 cup white sugar (Optional)||3 tablespoons cornstarch||1 teaspoon vanilla extract (Optional)"
922,Caramelized Nectarine,1 nectarine||2 tablespoons white sugar||2 tablespoons plain yogurt
923,Vegan Overnight Oats with Chia Seeds and Fruit,"1 1/3 cups almond milk||2 ripe bananas, mashed||1 1/4 cups rolled oats||3/4 cup water||4 tablespoons chia seeds||1/2 teaspoon ground cinnamon||1/4 cup fresh blueberries||1/4 cup fresh blackberries||1 nectarine, peeled and diced"
924,Nectarine Upside-Down Cake,"3 tablespoons butter, at room temperature||1/4 cup brown sugar (such as muscovado)||4 fresh nectarines, sliced into bite-size pieces"
925,Nectarine Salsa,"2 nectarines, pitted and chopped||1/4 medium red onion, finely chopped||1/4 cup balsamic vinegar||1 teaspoon white sugar||1/2 teaspoon dried cilantro||1/2 teaspoon kosher salt, freshly ground black pepper to taste"
926,Caribbean Chicken,"1 teaspoon paprika||1 teaspoon onion powder||1 teaspoon garlic powder||1 teaspoon dried parsley||1/2 teaspoon dried oregano||1 teaspoon salt||1 teaspoon pepper||4 boneless, skinless chicken breast halves||1/4 cup duck sauce||1/4 cup marinara sauce||1 teaspoon mango hot sauce||3/4 cup fresh pink grapefruit juice, divided||1 cup Italian seasoned bread crumbs||1 ripe nectarine, pitted and sliced"
927,Grilled Honey-Nectarine Ricotta Toast,"1 teaspoon olive oil||1 large nectarine, pitted and cut into 8 wedges||2 thick slices crusty bread||2 tablespoons olive oil||1/4 cup whole-milk ricotta cheese||1 tablespoon crushed sliced almonds||2 leaves fresh mint, minced||2 teaspoons honey, or to taste"
928,Apple and Nectarine Pie,"cooking spray||4 apples - peeled, cored and sliced, peel reserved||1/2 cup white sugar||1/2 cup light brown sugar||1/2 cup water||1/4 cup brandy||1 teaspoon ground cinnamon||1 teaspoon vanilla extract||1 pastry for 9-inch double-crust pie||1/2 (8.5 ounce) package corn muffin mix (such as Jiffy®)||1/4 cup milk||4 nectarines, peeled and sliced"
929,Nectarine Blush,"2 nectarines, pitted and chopped||2 tablespoons brown sugar||1 cup buttermilk"
930,"Summer Nectarine, Tomato, and Cucumber Salad","2 tomatoes, cut into chunks||1/2 cucumber - peeled, seeded, and diced||1 large ripe nectarine, diced||3 tablespoons chopped fresh cilantro||1 tablespoon olive oil||3 tablespoons crumbled goat cheese"
931,Sticky Orange Chicken with Nectarines,"1/2 cup orange juice||1/4 cup light soy sauce||2 tablespoons buckwheat honey||2 tablespoons hot sauce||2 tablespoons brown sugar||2 teaspoons chopped fresh ginger||2 teaspoons chopped fresh garlic||3 tablespoons all-purpose flour, salt and ground black pepper to taste||1 pinch Italian seasoning||4 skinless, boneless chicken breast halves||1 tablespoon extra-virgin olive oil, or as needed||2 nectarines, sliced"
932,Nectarine-Raspberry Crumble,"3 1/2 pounds nectarines||1 (6 ounce) container fresh raspberries||2 tablespoons white sugar||3/4 cup brown sugar||7 tablespoons unsalted butter, room temperature and cut into chunks||3/4 cup all-purpose flour||1/2 cup rolled oats||1 teaspoon ground cinnamon||1/2 teaspoon ground nutmeg||1/4 teaspoon salt"
933,Nectarine Bars,"2 cups all-purpose flour||1 1/2 cups white sugar, divided||1/2 cup butter||3 nectarines, sliced, divided||1 tablespoon cornstarch||2 eggs"
934,"Summer Salad with Burrata, Tomatoes, and Nectarines","3 nectarines, pitted and chopped||2 large heirloom tomatoes, chopped||2 (4 ounce) balls Burrata cheese, cut into 3/4-inch pieces||2 tablespoons fresh basil, chopped, or to taste"
935,Drupey Pie,"2 cups all-purpose flour||1 teaspoon salt, .79100000858307 cup butter||7 tablespoons ice water||2 cups pitted sour cherries||3 nectarines, pitted and chopped||3 fresh apricots, pitted and sliced||5/8 cup turbinado sugar||1 pinch ground cinnamon||1 tablespoon cornstarch||2 tablespoons all-purpose flour||2 tablespoons butter, cut into pieces||1 teaspoon water||1 egg yolk"
936,Fresh Fruit Basket Cobbler,2 cups sliced fresh peaches||2 cups sliced fresh nectarines||2 cups pitted and quartered plums||1 teaspoon cornstarch||1 cup currant jelly||1/2 teaspoon apple pie spice||1/8 teaspoon white pepper||1 (16.3 ounce) can refrigerated flaky biscuits (such as Pillsbury Grands!®)||1/4 cup white sugar||1/4 teaspoon ground cinnamon
937,Summer Fruit Salad II,"3 cups cubed (1-inch) seedless watermelon||1 large white peach, pitted and cut into small cubes||1 large nectarine, pitted and cut into small cubes||1 black plum, pitted and cut into small cubes||1 cup fresh blueberries||1/2 cup seedless red grapes, halved||1/2 cup shredded coconut||1 teaspoon ground cinnamon||1/2 cup nondairy whipped topping (Optional)"
938,KK's Three Fruit Cobbler,"3 nectarines, pitted and cut into bite-size pieces||3 tart plums, pitted and cut into bite-size pieces||1/2 pint fresh raspberries||1 cup all-purpose flour||3/4 cup white sugar||1/4 cup packed brown sugar||1 teaspoon ground ginger||1/2 teaspoon ground cinnamon||2/3 cup cold unsalted butter"
939,Fresh Nectarine Cake with Blackberries,"1/2 cup unsalted butter, at room temperature||2 eggs||1/2 cup white sugar||1 pinch salt||1 1/2 cups all-purpose flour||1 1/4 teaspoons baking powder||1 tablespoon milk, or more as needed (Optional)||3 fresh nectarines - peeled, halved, and pitted, or more to taste||1 (6 ounce) container fresh blackberries, or more to taste||1 tablespoon confectioners' sugar"
940,Seven Layer Bars,1/2 cup unsalted butter||1 1/2 cups graham cracker crumbs||1 cup semisweet chocolate chips||1 cup butterscotch chips||1 cup chopped walnuts||1 (14 ounce) can sweetened condensed milk||1 1/3 cups shredded coconut
941,Nanaimo Bars,"1 cup butter, softened, divided||5 tablespoons unsweetened cocoa powder||1/4 cup white sugar||1 egg, beaten||1 3/4 cups graham cracker crumbs||1 cup flaked coconut||1/2 cup finely chopped almonds (Optional)||3 tablespoons heavy cream||2 tablespoons custard powder||2 cups confectioners' sugar||4 (1 ounce) squares semisweet baking chocolate||2 teaspoons butter"
942,German Chocolate Cake Frosting,1 cup evaporated milk||1 cup brown sugar||1/2 cup butter||3 egg yolks||1 teaspoon vanilla extract||1 1/3 cups flaked coconut||1 cup chopped pecans
943,Frog Eye Salad,"1 3/4 cups unsweetened pineapple juice||1 cup white sugar||2 eggs, beaten||2 tablespoons all-purpose flour||2 1/2 teaspoons salt, divided||1 tablespoon lemon juice||1 tablespoon vegetable oil||1 (16 ounce) package acini di pepe pasta||3 (11 ounce) cans mandarin oranges, drained||2 (20 ounce) cans pineapple tidbits, drained||1 (20 ounce) can crushed pineapple, drained||1 (8 ounce) container frozen whipped topping, thawed||1 cup miniature marshmallows||1 cup shredded coconut"
944,Gingerbread Cookie Frosting,"1 cup confectioners' sugar||1/4 cup milk, or as needed||10 drops food coloring"
945,Coconut Poke Cake,"1 (18.25 ounce) package white cake mix||1 (14 ounce) can cream of coconut||1 (14 ounce) can sweetened condensed milk||1 (16 ounce) package frozen whipped topping, thawed||1 (8 ounce) package flaked coconut"
946,Coconut Shrimp,"3/4 cup all-purpose flour, divided||2/3 cup beer||1 large egg||1 1/2 teaspoons baking powder||2 cups flaked coconut||24 medium raw shrimp, shelled, deveined, with tails attached||3 cups oil for frying"
947,Chia Coconut Pudding with Coconut Milk,"2 cups sweetened coconut milk||6 tablespoons unsweetened coconut milk||1 tablespoon agave nectar, or more to taste||1/2 teaspoon vanilla extract||1/4 teaspoon ground cinnamon||1 pinch salt||1/2 cup chia seeds||1/2 cup diced fresh strawberries (Optional)"
948,Tembleque Puerto Rican Coconut Pudding,2 (14 ounce) cans coconut milk||3/4 cup sugar||1/4 teaspoon kosher salt||1/2 cup cornstarch||1 pinch ground cinnamon
949,Oatmeal Chocolate Coconut Macaroons,2 cups quick-cooking oats||1 cup shredded coconut||1/4 cup unsweetened cocoa powder||2 cups white sugar||1/2 cup butter||1/2 cup milk
950,No-Bake Chocolate Coconut Cookies,3 cups quick cooking oats||1 cup sweetened flaked coconut||2 cups white sugar||1/2 cup unsweetened cocoa powder||1/2 cup milk||1/2 cup margarine
951,Irish Potato Candy,"4 ounces cream cheese, softened||1/4 cup butter, softened||4 cups confectioners' sugar||1 teaspoon vanilla extract||2 1/2 cups flaked coconut||1 tablespoon ground cinnamon"
952,Incredibly Delicious Italian Cream Cake,1 cup buttermilk||1 teaspoon baking soda||1/2 cup butter||1/2 cup shortening||2 cups white sugar||5 large eggs||1 teaspoon vanilla extract||1 cup flaked coconut||1 teaspoon baking powder||2 cups all-purpose flour
953,Coconut Custard Pie,1 1/2 cups white sugar||1/2 cup butter||2 large eggs||2 tablespoons all-purpose flour||1 cup milk||1 cup flaked coconut||1 teaspoon vanilla extract||1 (9 inch) unbaked pie crust||1 tablespoon flaked coconut
954,Air Fryer Coconut Shrimp,"1/2 cup all-purpose flour||1 1/2 teaspoons ground black pepper||2 large eggs||2/3 cup unsweetened flaked coconut||1/3 cup panko bread crumbs||12 ounces uncooked medium shrimp, peeled and deveined, cooking spray||1/2 teaspoon kosher salt, divided||1/4 cup honey||1/4 cup lime juice||1 serrano chile, thinly sliced||2 teaspoons chopped fresh cilantro"
955,Chococonut Chip Cookies,1 cup butter||1 cup white sugar||1/2 cup light brown sugar||2 eggs||1 teaspoon vanilla extract||2 1/4 cups all-purpose flour||1 teaspoon baking soda||1 teaspoon salt||2 cups semisweet chocolate chips||2 cups flaked coconut
956,Five Flavor Pound Cake,"3 cups all-purpose flour||1/2 teaspoon baking powder||1 cup milk||1 teaspoon coconut extract||1 teaspoon rum flavored extract||1 teaspoon butter flavored extract||1 teaspoon lemon extract||1 teaspoon vanilla extract||3 cups white sugar||1 cup butter, softened||1/2 cup shortening||5 large eggs, beaten"
957,Moist Carrot Cake,"2 cups all-purpose flour||2 1/2 teaspoons ground cinnamon||2 teaspoons baking powder||1 1/2 teaspoons baking soda||1 teaspoon salt||2 cups white sugar||1 1/2 cups vegetable oil||4 large eggs||2 3/4 cups shredded carrots||1 (8 ounce) can crushed pineapple, drained||1 cup flaked coconut||3/4 cup chopped walnuts"
958,Impossible Coconut Pie,"2 cups milk||3/4 cup white sugar||1/2 cup baking mix||1/4 cup unsalted butter, softened||4 large eggs||1 1/2 teaspoons vanilla extract||1 cup flaked coconut (Optional)"
959,Ginataang Manok (Chicken Cooked in Coconut Milk),"3 tablespoons canola oil||1/2 cup sliced fresh ginger||1 (5 pound) whole chicken, cut into pieces, salt and ground black pepper to taste||2 (14 ounce) cans coconut milk||1 (10 ounce) package frozen chopped spinach, thawed and drained"
960,Coquito,"1 (12 fluid ounce) can evaporated milk||2 large egg yolks, beaten||1 (14 ounce) can cream of coconut||1 (14 ounce) can sweetened condensed milk||1/2 cup white rum||1/2 cup water||1 teaspoon vanilla extract||1/2 teaspoon ground cinnamon||1/4 teaspoon ground cloves"
961,Maja Blanca,2 cups thin coconut milk||3 tablespoons white sugar
962,Oatmeal Chocolate Coconut Chewy,"1 cup butter, softened||1 1/4 cups packed brown sugar||1/2 cup white sugar||2 eggs||2 tablespoons milk||2 teaspoons vanilla extract||1 3/4 cups all-purpose flour||1 teaspoon baking soda||1/2 teaspoon salt (Optional)||3 cups rolled oats||2 cups semisweet chocolate chips||1 cup chopped walnuts (Optional)||1 cup shredded coconut"
963,Hello Dollies I,"2 cups graham cracker crumbs||1/4 cup white sugar||1/2 cup butter, melted||1 cup semisweet chocolate chips||1 cup flaked coconut||1 cup chopped pecans||1 (14 ounce) can sweetened condensed milk"
964,Haystacks I,2 cups white sugar||1/3 cup unsweetened cocoa powder||1/2 cup milk||1/2 cup butter||3 1/2 cups quick cooking oats||1 cup flaked coconut||1/2 cup chopped peanuts||1 pinch salt
965,Cream Cheese Fruit Salad,"1 (8 ounce) package cream cheese||1/4 cup white sugar, or to taste||1 (12 ounce) container frozen whipped topping, thawed||3 bananas, peeled and sliced||1 (15.25 ounce) can crushed pineapple, drained||1 (15.25 ounce) can fruit cocktail, drained||1 large Jonagold apple, peeled and chopped||1/2 cup sweetened flaked coconut||1 (4 ounce) jar maraschino cherries, drained and halved (Optional)||1/2 cup chopped pecans (Optional)||1/2 cup golden raisins (Optional)"
966,Coconut Oil Popcorn,"2 tablespoons coconut oil||1/4 cup unpopped popcorn, sea salt to taste"
967,Thirty Day Friendship Cake,2 cups Friendship Fruit Starter||1 (15 ounce) can sliced peaches with juice||2 1/2 cups white sugar||1 (15 ounce) can pineapple chunks with juice||1/2 cup white sugar||2 (10 ounce) jars maraschino cherries||2 1/2 cups white sugar||2 (18.25 ounce) packages yellow cake mix||2 (3.4 ounce) packages instant vanilla pudding mix||1 1/3 cups vegetable oil||8 eggs||2 cups golden raisins||2 cups chopped walnuts||2 cups flaked coconut
968,Granola Bars,cooking spray||2 cups rolled oats||1/2 cup shredded coconut||1/2 cup honey||2 tablespoons creamy peanut butter||1 teaspoon vanilla extract||1/8 teaspoon salt
969,Earthquake Cake II,1 cup flaked coconut||1 cup chopped pecans||1 (18.25 ounce) package German chocolate cake mix||1 (8 ounce) package cream cheese||4 cups confectioners' sugar||1/2 cup butter||1 teaspoon vanilla extract
970,Coconut Jasmine Rice,1 (14 ounce) can coconut milk||1 1/4 cups water||1 teaspoon white sugar||1 pinch salt||1 1/2 cups jasmine rice
971,Umm Ali,"1 (17.25 ounce) package frozen puff pastry, thawed||5 cups milk||1 cup white sugar||1 teaspoon vanilla extract||1/4 cup raisins||1/4 cup slivered almonds||1/4 cup pine nuts||1/4 cup chopped pistachio nuts||1/4 cup sweetened, flaked coconut"
972,Lamingtons,"2 cups all-purpose flour||4 teaspoons baking powder||1/8 teaspoon salt||1/2 cup butter, room temperature||3/4 cup white sugar||1 teaspoon vanilla extract||2 eggs, room temperature||1/2 cup milk"
973,Coconut Pecan Frosting II,1 cup evaporated milk||1 cup white sugar||3 egg yolks||1/2 cup butter||1 teaspoon vanilla extract||1 1/2 cups flaked coconut||1 cup chopped pecans
974,Bionicos (Mexican Fruit Bowls),1/3 cup plain yogurt||1/3 cup sweetened condensed milk||1/3 cup Mexican crema||1 teaspoon vanilla extract
975,Queen Elizabeth Cake I,"1 cup boiling water||1 cup dates, pitted and chopped||1/4 cup butter, softened||1 cup white sugar||1 egg||1 teaspoon vanilla extract||1 1/2 cups all-purpose flour||1 teaspoon baking soda||1 teaspoon baking powder||1/2 teaspoon salt||1/2 cup chopped walnuts||1 cup flaked coconut||2/3 cup packed brown sugar||6 tablespoons butter||1/4 cup cream"
976,Sweet Coconut Rice,"1 1/2 cups long-grain white rice||1 (14 ounce) can coconut milk||1 1/4 cups water||1 teaspoon white sugar, or more to taste||1 tablespoon shredded coconut, or to taste (Optional)"
977,Coconut Pie,1 cup white sugar||2 tablespoons all-purpose flour||1/2 cup butter||3 eggs||1 teaspoon vanilla extract||1 cup milk||1 cup flaked coconut||1 recipe pastry for a 9 inch single crust pie
978,Coconut Cream Pie I,"1 (9 inch) pie shell, baked||1 (5 ounce) package instant vanilla pudding mix||1 1/2 cups milk||1 1/2 cups flaked coconut||1 (8 ounce) container frozen whipped topping, thawed"
979,Instant Pot Coconut Curry Chicken,"1 tablespoon coconut oil||1 medium onion, chopped||3 tablespoons curry powder, or to taste, divided||2 cloves garlic, chopped||1 (14.5 ounce) can diced tomatoes, drained||1 (8 ounce) can tomato sauce||1/2 cup chicken broth||2 tablespoons white sugar||2 pounds chicken breasts, salt to taste, ground black pepper to taste||1 (14 ounce) can coconut milk"
980,Coconut Lime Rice,"1 cup basmati rice||1 tablespoon coconut oil||1 teaspoon butter||1/4 cup flaked coconut||1 cup coconut milk||1 cup chicken broth, salt, to taste||1 lime, zested and juiced, ground black pepper, to taste"
981,Coconut Rice,2 1/2 cups Basmati rice||4 (10 ounce) cans coconut milk||1 pinch salt
982,Flan de Coco (Coconut Flan),1 1/2 cups white sugar||1 (14 ounce) can sweetened condensed milk||1 (12 fluid ounce) can evaporated milk||1/2 cup milk||6 eggs||1/2 cup fresh shredded coconut
983,Sweet Coconut Oatmeal,"1 (14 ounce) can coconut milk||1 cup rolled oats||2 tablespoons honey||1/4 cup coconut flakes (Optional)||2 tablespoons brown sugar, or more to taste||1 teaspoon ground cinnamon"
984,No Crust Coconut Pie,"4 eggs, beaten||1/4 cup butter||1/2 cup self-rising flour||1 teaspoon vanilla extract||1 3/4 cups white sugar||2 cups milk||7 ounces flaked coconut"
985,Coconut Coconut Milk Cake,"2 cups white sugar||1 cup butter, softened||4 eggs, separated||1 cup unsweetened shredded coconut||2 cups all-purpose flour||2 tablespoons baking powder||1 teaspoon salt||1 (14 ounce) can coconut milk"
986,5 Cup Salad,1 cup mini marshmallows||1 cup shredded coconut||1 cup drained mandarin oranges||1 cup drained pineapple chunks||1 cup sour cream
987,Creamy Coconut Milk Rice Pudding,"3 cups water||1 1/2 cups basmati rice||3 cups coconut milk||1 1/2 cups raw sugar||1/2 teaspoon sea salt||1 cup whole milk||2 eggs, beaten||1/4 cup unsalted butter||1 tablespoon vanilla extract||2 teaspoons ground cinnamon||1 teaspoon ground nutmeg||1 (15 ounce) can sliced peaches, drained and chopped (Optional)||1 cup raisins, or more to taste (Optional)"
988,Mango Bread,2 cups all-purpose flour||2 teaspoons baking soda||2 teaspoons ground cinnamon||1/2 teaspoon salt||3 eggs||3/4 cup softened butter||1 1/4 cups white sugar||1 teaspoon vanilla extract||2 cups chopped mango||1/2 cup shredded coconut||1/4 cup chopped walnuts
989,Chewy Coconut Bibingka (Filipino Rice Cake),"1 (13.5 ounce) can coconut milk||1 (14 ounce) can sweetened condensed milk||1 stick butter, melted||4 eggs||2 (12 ounce) jars macapuno strings in heavy syrup||2 1/2 cups sweet rice flour (mochiko)||1 cup packed brown sugar||1 tablespoon vanilla extract"
990,Ono Butter Mochi,"1 pound mochiko (glutinous rice flour)||2 1/2 cups white sugar||1 teaspoon baking powder||1/2 cup butter, melted||3 cups whole milk||5 eggs||1 teaspoon vanilla extract||1 cup sweetened, flaked coconut"
991,Swedish Chocolate Balls (or Coconut Balls),"4 cups regular rolled oats||1 1/4 cups white sugar||1/2 cup unsweetened cocoa powder||1 cup butter or margarine, softened||2 tablespoons strong coffee||1 teaspoon vanilla extract||2 (1 ounce) squares unsweetened baking chocolate, melted||1/3 cup coconut flakes"
992,Willard Family German Chocolate Cake,"1 (4 ounce) package sweet baking chocolate (such as Baker's German's Sweet Chocolate®) - broken into pieces||1/2 cup boiling water||1 cup margarine, softened||2 cups white sugar||4 eggs, separated||1 teaspoon vanilla extract||2 1/2 cups sifted all purpose flour||1 teaspoon baking soda||1/2 teaspoon salt||1 cup buttermilk||1 cup evaporated milk||1 cup white sugar||3 egg yolks||1/4 cup margarine||1 teaspoon vanilla extract||1 1/3 cups sweetened flake coconut||1 cup chopped pecans"
993,Coconut Cream Pound Cake,"1 cup butter, softened||1 (8 ounce) package cream cheese, softened||3 cups white sugar||6 eggs||1 teaspoon coconut extract||3 cups all-purpose flour||1/2 teaspoon baking powder||2 cups flaked coconut"
994,No-Bake Chocolate-Oatmeal Drop Cookies,1/2 cup milk||2 cups white sugar||1/2 cup butter||1/2 cup cocoa powder||3 cups quick oats||1/2 cup shredded coconut||1/2 cup peanut butter||1 teaspoon vanilla extract
995,Guyanese Coconut Buns,"2 cups all-purpose flour||1 cup white sugar||1 teaspoon baking powder||1/2 teaspoon salt||1 cup butter, cut into pieces||2 eggs||1/2 cup milk||1 teaspoon vanilla extract||1/2 teaspoon almond extract||3/4 cup flaked coconut"
996,Limber de Coco (Coconut Ice),1/2 (14 ounce) can coconut milk||1/2 (12 fluid ounce) can evaporated milk||1/4 cup white sugar||1 teaspoon vanilla extract||1/2 teaspoon ground cinnamon
997,Coconut-Cream Cheese Frosting,"1 (8 ounce) package cream cheese, softened||1/2 cup unsalted butter, softened||4 cups confectioners' sugar||2 tablespoons heavy cream||1/2 teaspoon salt||1/2 teaspoon coconut flavoring||1 teaspoon vanilla extract||1/2 cup sweetened shredded coconut||1 cup sweetened shredded coconut, toasted"
998,Anzac Biscuits (Australian Coconut-Oat Cookies),1 cup quick cooking oats||3/4 cup flaked coconut||1 cup all-purpose flour||1 teaspoon baking soda||1 cup white sugar||1/2 cup butter||1 tablespoon golden syrup||2 tablespoons boiling water
999,Cranberry Pumpkin Cookies,"1 cup white sugar||1/2 cup butter, softened||1 cup solid pack pumpkin puree||1 large egg||1 teaspoon vanilla extract||2 1/4 cups all-purpose flour||2 teaspoons baking powder||1 teaspoon baking soda||1 teaspoon ground cinnamon||1/2 teaspoon salt||1 cup halved fresh cranberries||1/2 cup chopped walnuts||1 tablespoon orange zest"
1000,To Die For Blueberry Muffins,"1 1/2 cups all-purpose flour||3/4 cup white sugar||2 teaspoons baking powder||1/2 teaspoon salt||1/3 cup vegetable oil||1 egg||1/3 cup milk, or more as needed||1 cup fresh blueberries"
1001,Perfect Summer Fruit Salad,2/3 cup fresh orange juice||1/3 cup fresh lemon juice||1/3 cup packed brown sugar||1/2 teaspoon grated orange zest||1/2 teaspoon grated lemon zest||1 teaspoon vanilla extract
1002,Strawberry Jam,"2 pounds fresh strawberries, hulled||4 cups white sugar||1/4 cup lemon juice"
1003,Strawberry Pretzel Salad,"2 cups crushed pretzels||3/4 cup butter, melted||3 tablespoons white sugar||1 (8 ounce) package cream cheese, softened||1 cup white sugar||1 (8 ounce) container frozen whipped topping, thawed||2 (3 ounce) packages strawberry flavored Jell-O®||2 cups boiling water||2 (10 ounce) packages frozen strawberries"
1004,Homemade Blueberry Pie,"3/4 cup white sugar||3 tablespoons cornstarch||1/2 teaspoon ground cinnamon||1/4 teaspoon salt||4 cups fresh blueberries||1 (14.1 ounce) package double-crust pie pastry, thawed||1 tablespoon butter"
1005,Supreme Strawberry Topping,"1 pint fresh strawberries, hulled and halved||1/3 cup white sugar||1 teaspoon vanilla (Optional)"
1006,Crustless Cranberry Pie,"1 cup all-purpose flour||1 cup white sugar||1/4 teaspoon salt||2 cups cranberries||1/2 cup chopped walnuts||1/2 cup butter, melted||2 large eggs, beaten||1 teaspoon almond extract"
1007,Apple-Cranberry Crisp,"2 pounds Granny Smith apples - peeled, cored and thinly sliced||3/4 cup cranberries||1/4 cup white sugar||1 tablespoon ground cinnamon||1 teaspoon ground nutmeg"
1008,Blueberry Smoothie,1 cup blueberries (frozen or fresh)||1 (8 ounce) container plain yogurt||3/4 cup 2% reduced-fat milk||2 tablespoons white sugar||1/2 teaspoon vanilla extract||1/8 teaspoon ground nutmeg
1009,Baked Oatmeal,3 cups rolled oats||1 cup brown sugar||2 teaspoons ground cinnamon||2 teaspoons baking powder||1 teaspoon salt||2 eggs||1 cup milk||1/2 cup melted butter||2 teaspoons vanilla extract||3/4 cup dried cranberries
1010,Strawberry Pie,"1 quart fresh strawberries, hulled||1 (9 inch) pie crust, baked||1 cup white sugar||3 tablespoons cornstarch||3/4 cup water||1/2 cup heavy whipping cream"
1011,Blackberry Pie,"4 cups fresh blackberries||3/4 cup white sugar, divided||1/2 cup all-purpose flour||1 (9 inch) double crust ready-to-use pie crust||2 tablespoons milk"
